주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자
406-2-000027,상모아파트 앞 공영주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 상모리 3970-2,13,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.222557,126.2572262,,2026-04-16
406-2-000028,남원리 구오일장마당 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 84-2,37,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-2632,33.27879026,126.721369,,2026-04-16
406-2-000029,천지동노인회관 공영주차장,공영,노외,제주특별자치도 서귀포시 서문로 37 (서귀동),제주특별자치도 서귀포시 서귀동 321-5,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.24959972,126.558497,,2026-04-16
406-2-000030,고성리 회전교차로 공영주차장,공영,노외,제주특별자치도 서귀포시 성산읍 고성오조로 42,제주특별자치도 서귀포시 성산읍 고성리 336-2,65,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.446556,126.915749,,2026-04-16
406-2-000031,법환동 재활용도움센터 옆 공영주차장,공영,노외,제주특별자치도 서귀포시 법환로 87 (법환동),제주특별자치도 서귀포시 법환동 1063,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,대륜동행정복지센터,064-760-2173,33.240292,126.507801,,2026-04-16
406-2-000032,회수사거리 공영주차장,공영,노외,,제주특별자치도 서귀포시 회수동 788-2,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-2173,33.263075,126.4424805,,2026-04-16
406-2-000033,하모리 제주은행 맞은편 공영주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 하모리 846-11,17,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.22124006,126.253279,,2026-04-16
406-2-000034,성산읍사무소 옆 공영주차장,공영,노외,,제주특별자치도 서귀포시 성산읍 고성리 1022-8,31,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,성산읍행정복지센터,064-760-4293,33.442407,126.9113794,,2026-04-16
406-2-000035,쇠소깍 공영주차장,공영,노외,제주특별자치도 서귀포시 쇠소깍로 104 (하효동),제주특별자치도 서귀포시 하효동 990-1,54,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과+하효마을회,064-760-3138,33.254249,126.622494,,2026-04-16
406-2-000036,고성리 원광어린이집 인근 공영주차장,공영,노외,,제주특별자치도 서귀포시 성산읍 고성리 1089,16,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.449139,126.9106733,,2026-04-16
406-2-000037,천지공영주차빌딩(공작물),공영,노외,제주특별자치도 서귀포시 서문로 16 (서귀동),제주특별자치도 서귀포시 서귀동 305-1,218,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.251523,126.559351,,2026-04-16
406-2-000038,성산체육관 공영주차장,공영,노외,제주특별자치도 서귀포시 성산읍 일주동로 4024,제주특별자치도 서귀포시 성산읍 오조리 1365-1,152,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,성산읍행정복지센터,064-760-4293,33.46674615,126.9045603,,2026-04-16
406-2-000039,고성리 구보건지소 공영주차장,공영,노외,,제주특별자치도 서귀포시 성산읍 고성리 1192-2,33,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.4509482,126.9138794,,2026-04-16
406-2-000040,동광육거리 공영주차장,공영,노외,,제주특별자치도 서귀포시 안덕면 동광리 827,37,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,75000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.310947,126.3416552,,2026-04-16
406-2-000041,화순사거리 공영주차장,공영,노외,,제주특별자치도 서귀포시 안덕면 화순리 1072,38,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.24631514,126.3352378,,2026-04-16
406-2-000042,중앙공영주차빌딩(공작물),공영,노외,제주특별자치도 서귀포시 중앙로54번길 17 (서귀동),제주특별자치도 서귀포시 서귀동 291-2,306,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.24985968,126.562164,,2026-04-16
406-2-000043,성산고성 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 성산읍 고성리 327-1,55,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,75000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.44855946,126.916654,,2026-04-16
406-2-000044,남원의례회관 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 380-1,181,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,남원읍행정복지센터,064-760-4192,33.294469,126.7115719,,2026-04-16
406-2-000045,동홍2공영주차빌딩,공영,노외,제주특별자치도 서귀포시 동홍중앙로 56 (동홍동),제주특별자치도 서귀포시 동홍동 470-1,66,1,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.25544697,126.572263,,2026-04-16
406-2-000046,서귀포향토오일시장 공영주차장,공영,노외,,제주특별자치도 서귀포시 동홍동 826-1,256,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 경제일자리과,064-760-3138,33.268613,126.573450,,2026-04-16
406-2-000047,"성산포항 공영주차장(지평식, 대형주차장 포함)",공영,노외,제주특별자치도 서귀포시 성산읍 성산등용로 112-7,제주특별자치도 서귀포시 성산읍 성산리 347-9,1134,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,75000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 해양수산과+성산리마을회,064-760-2764,33.47191267,126.9331048,,2026-04-16
406-2-000048,외돌개 공영주차장,공영,노외,제주특별자치도 서귀포시 남성로 65 (서홍동),제주특별자치도 서귀포시 서홍동 780-1,30,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 공원녹지과,064-760-3192,33.24153618,126.5474759,,2026-04-16
406-2-000049,군민체육관 공영주차장,공영,노외,제주특별자치도 서귀포시 남원읍 태위로 551-27,제주특별자치도 서귀포시 남원읍 남원리 2337-1,52,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,남원읍행정복지센터,064-760-4192,33.27740522,126.7033506,,2026-04-16
406-2-000050,표선의례회관 앞 공영주차장,공영,노외,,제주특별자치도 서귀포시 표선면 표선리 2103,165,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 도시과,064-760-2975,33.327011,126.8234824,,2026-04-16
406-2-000051,국토교통인재개발원 동측 공영주차장,공영,노외,,제주특별자치도 서귀포시 서호동 1603,110,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.252158,126.515699,,2026-04-16
406-2-000052,홍로공영주차빌딩,공영,노외,제주특별자치도 서귀포시 장수로 57 (동홍동),제주특별자치도 서귀포시 동홍동 1480-6,245,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.25595698,126.561302,,2026-04-16
406-2-000053,표선공영주차빌딩,공영,노외,제주특별자치도 서귀포시 표선면 표선중앙로 74-1,제주특별자치도 서귀포시 표선면 표선리 701,169,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,75000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,표선면행정복지센터,064-760-4489,33.326236,126.831774,,2026-04-16
406-2-000054,정방공영주차빌딩,공영,노외,제주특별자치도 서귀포시 태평로431번길 23 (서귀동),제주특별자치도 서귀포시 서귀동 403-6,137,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.24771548,126.5657547,,2026-04-16
406-2-000055,나포리호텔 아래 공영주차장,공영,노외,,제주특별자치도 서귀포시 서귀동 600-3,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-2173,33.243655,126.5628782,,2026-04-16
